split,label,video_name,clip_num,start_sec,end_sec,avg_motion,max_motion,std_motion,motion_first_half,motion_second_half,motion_change,motion_peak_position
train,normal_hard,normal_043.mp4,1,0.0,1.0,10.25,13.45,2.41,11.98,8.64,-3.34,0.17
train,normal_hard,normal_043.mp4,2,1.0,2.0,4.72,6.15,2.11,5.08,4.38,-0.7,0.03
train,normal_hard,normal_043.mp4,3,2.0,3.0,3.83,5.08,1.75,4.26,3.43,-0.83,0.17
train,normal_hard,normal_043.mp4,4,3.0,4.0,5.73,76.97,13.61,2.94,8.33,5.39,0.9
train,normal_hard,normal_045.mp4,1,0.0,1.0,8.13,67.69,11.79,8.04,8.22,0.18,0.83
train,normal_hard,normal_045.mp4,2,1.0,2.0,7.37,10.16,3.5,6.86,7.84,0.98,0.62
train,normal_hard,normal_045.mp4,3,2.0,3.0,9.04,11.39,4.07,9.14,8.94,-0.2,0.62
train,normal_hard,normal_045.mp4,4,3.0,4.0,8.49,27.35,4.91,8.97,8.05,-0.91,0.9
train,normal_hard,normal_046.mp4,1,0.0,1.0,9.95,17.85,5.22,8.28,11.51,3.24,0.66
train,normal_hard,normal_046.mp4,2,1.0,2.0,7.33,40.48,6.85,8.77,5.98,-2.79,0.0
train,normal_hard,normal_046.mp4,3,2.0,3.0,4.58,7.16,2.49,5.9,3.36,-2.54,0.03
train,normal_hard,normal_046.mp4,4,3.0,4.0,7.34,37.31,6.41,8.42,6.34,-2.08,0.28
train,normal_hard,normal_047.mp4,1,0.0,1.0,6.73,9.72,3.12,5.65,7.74,2.09,0.97
train,normal_hard,normal_047.mp4,2,1.0,2.0,12.47,126.29,22.1,17.0,8.23,-8.77,0.31
train,normal_hard,normal_047.mp4,3,2.0,3.0,4.44,8.52,1.51,5.2,3.72,-1.48,0.03
train,normal_hard,normal_047.mp4,4,3.0,4.0,2.5,3.58,0.57,2.73,2.29,-0.44,0.03
train,normal_hard,normal_048.mp4,1,0.0,1.0,24.56,36.3,9.16,28.83,20.57,-8.26,0.45
train,normal_hard,normal_048.mp4,2,1.0,2.0,19.05,61.6,12.75,25.98,12.58,-13.4,0.34
train,normal_hard,normal_048.mp4,3,2.0,3.0,18.37,24.52,8.32,18.9,17.87,-1.03,0.9
train,normal_hard,normal_048.mp4,4,3.0,4.0,19.62,25.8,8.95,19.89,19.37,-0.52,0.69
train,normal_hard,normal_049.mp4,1,0.0,1.0,26.48,36.11,5.95,25.15,27.72,2.57,0.72
train,normal_hard,normal_049.mp4,2,1.0,2.0,18.33,57.22,12.21,26.28,10.91,-15.37,0.34
train,normal_hard,normal_049.mp4,3,2.0,3.0,11.37,14.35,5.14,10.69,12.01,1.33,0.38
train,normal_hard,normal_049.mp4,4,3.0,4.0,11.14,14.07,5.03,10.7,11.54,0.84,0.59
train,normal_hard,normal_051.mp4,1,0.0,1.0,9.61,14.39,2.64,10.85,8.46,-2.39,0.21
train,normal_hard,normal_051.mp4,2,1.0,2.0,16.74,53.18,11.39,19.15,14.49,-4.66,0.48
train,normal_hard,normal_051.mp4,3,2.0,3.0,11.62,15.16,5.26,11.98,11.28,-0.71,0.79
train,normal_hard,normal_051.mp4,4,3.0,4.0,7.37,12.93,3.46,8.05,6.72,-1.33,0.0
train,normal_hard,normal_052.mp4,1,0.0,1.0,5.75,9.77,2.88,5.03,6.42,1.39,0.93
train,normal_hard,normal_052.mp4,2,1.0,2.0,24.36,68.81,16.47,8.83,38.85,30.03,0.48
train,normal_hard,normal_052.mp4,3,2.0,3.0,29.65,35.08,5.62,25.76,33.28,7.52,0.83
train,normal_hard,normal_052.mp4,4,3.0,4.0,14.42,62.67,16.23,27.69,2.04,-25.65,0.38
train,normal_hard,normal_053.mp4,1,0.0,1.0,12.13,68.83,13.55,7.43,16.51,9.08,0.9
train,normal_hard,normal_053.mp4,2,1.0,2.0,17.13,59.57,18.39,32.92,2.4,-30.52,0.38
train,normal_hard,normal_053.mp4,3,2.0,3.0,2.21,4.07,1.17,2.41,2.03,-0.38,0.59
train,normal_hard,normal_053.mp4,4,3.0,4.0,3.32,43.82,7.84,1.31,5.19,3.87,0.93
train,normal_hard,normal_055.mp4,1,0.0,1.0,16.19,30.11,5.91,15.06,17.24,2.17,0.69
train,normal_hard,normal_055.mp4,2,1.0,2.0,10.76,42.65,7.04,14.0,7.74,-6.26,0.45
train,normal_hard,normal_055.mp4,3,2.0,3.0,9.67,13.99,4.45,7.67,11.53,3.86,0.97
train,normal_hard,normal_055.mp4,4,3.0,4.0,11.6,14.19,4.83,11.0,12.17,1.17,0.48
train,normal_hard,normal_057.mp4,1,0.0,1.0,10.92,16.94,2.66,11.31,10.56,-0.75,0.03
train,normal_hard,normal_057.mp4,2,1.0,2.0,9.85,20.97,5.06,13.51,6.43,-7.09,0.17
train,normal_hard,normal_057.mp4,3,2.0,3.0,5.97,8.18,2.89,6.08,5.87,-0.21,0.59
train,normal_hard,normal_057.mp4,4,3.0,4.0,6.18,28.57,4.89,5.13,7.15,2.02,0.97
train,normal_hard,normal_058.mp4,1,0.0,1.0,7.86,29.93,5.94,4.15,11.33,7.18,0.59
train,normal_hard,normal_058.mp4,2,1.0,2.0,12.06,15.06,4.55,11.42,12.66,1.24,0.55
train,normal_hard,normal_058.mp4,3,2.0,3.0,11.98,16.17,4.91,13.05,10.98,-2.07,0.41
train,normal_hard,normal_058.mp4,4,3.0,4.0,4.59,38.57,6.57,3.42,5.68,2.26,0.55
train,normal_hard,normal_060.mp4,1,0.0,1.0,7.4,25.47,4.88,7.56,7.24,-0.31,0.72
train,normal_hard,normal_060.mp4,2,1.0,2.0,6.03,8.06,2.73,5.97,6.1,0.13,0.93
train,normal_hard,normal_060.mp4,3,2.0,3.0,4.04,7.8,2.43,5.54,2.64,-2.89,0.03
train,normal_hard,normal_060.mp4,4,3.0,4.0,14.08,35.47,8.63,10.21,17.69,7.48,0.28
train,normal_hard,normal_063.mp4,1,0.0,1.0,12.22,53.08,14.4,6.62,17.44,10.81,0.79
train,normal_hard,normal_063.mp4,2,1.0,2.0,10.74,22.9,5.45,10.53,10.93,0.39,0.14
train,normal_hard,normal_063.mp4,3,2.0,3.0,16.09,38.25,7.53,16.3,15.89,-0.41,0.21
train,normal_hard,normal_063.mp4,4,3.0,4.0,10.9,19.63,4.45,10.92,10.89,-0.03,0.69
train,normal_hard,normal_064.mp4,1,0.0,1.0,27.24,112.99,22.29,18.23,35.66,17.43,0.69
train,normal_hard,normal_064.mp4,2,1.0,2.0,12.95,68.36,12.77,21.77,4.72,-17.05,0.34
train,normal_hard,normal_064.mp4,3,2.0,3.0,5.42,7.55,2.51,5.57,5.28,-0.29,0.34
train,normal_hard,normal_064.mp4,4,3.0,4.0,4.65,7.4,2.19,4.25,5.03,0.78,0.97
train,normal_hard,normal_066.mp4,1,0.0,1.0,12.82,23.13,6.69,10.44,15.05,4.62,0.93
train,normal_hard,normal_066.mp4,2,1.0,2.0,11.92,62.28,12.03,16.92,7.25,-9.67,0.24
train,normal_hard,normal_066.mp4,3,2.0,3.0,10.94,15.53,4.9,11.47,10.44,-1.02,0.45
train,normal_hard,normal_066.mp4,4,3.0,4.0,8.18,79.83,13.73,12.25,4.38,-7.86,0.07
train,normal_hard,normal_068.mp4,1,0.0,1.0,25.97,38.36,5.45,24.4,27.43,3.03,0.41
train,normal_hard,normal_068.mp4,2,1.0,2.0,9.17,70.51,12.75,15.84,2.95,-12.9,0.41
train,normal_hard,normal_068.mp4,3,2.0,3.0,2.14,3.4,0.89,2.33,1.95,-0.38,0.03
train,normal_hard,normal_068.mp4,4,3.0,4.0,1.71,2.37,0.61,1.82,1.61,-0.21,0.1
train,normal_hard,normal_069.mp4,1,0.0,1.0,6.03,34.79,5.97,6.48,5.6,-0.88,0.0
train,normal_hard,normal_069.mp4,2,1.0,2.0,5.64,8.76,2.73,6.68,4.66,-2.02,0.17
train,normal_hard,normal_069.mp4,3,2.0,3.0,5.46,9.16,2.86,5.24,5.68,0.44,0.41
train,normal_hard,normal_069.mp4,4,3.0,4.0,19.96,44.0,12.45,20.24,19.69,-0.55,0.21
train,normal_hard,normal_071.mp4,1,0.0,1.0,20.96,51.74,11.75,17.4,24.29,6.89,0.66
train,normal_hard,normal_071.mp4,2,1.0,2.0,14.26,79.9,15.58,22.03,7.01,-15.02,0.17
train,normal_hard,normal_071.mp4,3,2.0,3.0,4.96,7.97,2.7,5.72,4.26,-1.46,0.38
train,normal_hard,normal_071.mp4,4,3.0,4.0,2.06,3.73,1.12,2.44,1.71,-0.72,0.14
train,normal_hard,normal_073.mp4,1,0.0,1.0,29.05,33.54,3.19,28.0,30.04,2.05,0.52
train,normal_hard,normal_073.mp4,2,1.0,2.0,20.57,77.9,19.41,36.4,5.8,-30.6,0.38
train,normal_hard,normal_073.mp4,3,2.0,3.0,5.95,9.86,2.69,6.03,5.87,-0.17,0.97
train,normal_hard,normal_073.mp4,4,3.0,4.0,6.74,10.64,3.18,6.86,6.63,-0.23,0.03
train,normal_hard,normal_074.mp4,1,0.0,1.0,8.66,52.2,9.41,10.12,7.31,-2.81,0.86
train,normal_hard,normal_074.mp4,2,1.0,2.0,9.28,12.62,4.23,10.13,8.48,-1.65,0.21
train,normal_hard,normal_074.mp4,3,2.0,3.0,8.62,11.31,3.91,9.05,8.22,-0.83,0.59
train,normal_hard,normal_074.mp4,4,3.0,4.0,11.91,34.79,9.09,7.98,15.58,7.6,0.38
train,normal_hard,normal_075.mp4,1,0.0,1.0,10.71,58.98,12.14,17.07,4.78,-12.3,0.31
train,normal_hard,normal_075.mp4,2,1.0,2.0,4.2,5.24,1.85,4.37,4.04,-0.33,0.17
train,normal_hard,normal_075.mp4,3,2.0,3.0,3.78,4.86,1.66,3.98,3.6,-0.39,0.0
train,normal_hard,normal_075.mp4,4,3.0,4.0,3.97,5.37,1.78,3.91,4.02,0.11,0.86
train,normal_hard,normal_076.mp4,1,0.0,1.0,4.87,7.92,1.48,5.12,4.64,-0.48,0.03
train,normal_hard,normal_076.mp4,2,1.0,2.0,14.12,155.17,26.93,21.54,7.2,-14.35,0.07
train,normal_hard,normal_076.mp4,3,2.0,3.0,6.32,8.9,2.92,6.02,6.6,0.59,0.59
train,normal_hard,normal_076.mp4,4,3.0,4.0,7.33,39.71,7.17,5.07,9.45,4.38,0.83
train,normal_hard,normal_077.mp4,1,0.0,1.0,18.61,24.42,4.25,16.95,20.17,3.22,0.9
train,normal_hard,normal_077.mp4,2,1.0,2.0,15.42,45.31,10.44,21.54,9.7,-11.85,0.52
train,normal_hard,normal_077.mp4,3,2.0,3.0,14.41,23.66,7.2,11.1,17.51,6.41,0.97
train,normal_hard,normal_077.mp4,4,3.0,4.0,22.46,49.6,11.59,23.27,21.7,-1.56,0.97
train,normal_hard,normal_078.mp4,1,0.0,1.0,4.17,5.91,1.57,4.41,3.95,-0.46,0.14
train,normal_hard,normal_078.mp4,2,1.0,2.0,16.61,44.73,14.07,7.96,24.68,16.72,0.34
train,normal_hard,normal_078.mp4,3,2.0,3.0,20.28,26.68,7.96,20.1,20.46,0.36,0.72
train,normal_hard,normal_078.mp4,4,3.0,4.0,10.21,68.59,13.84,18.66,2.32,-16.35,0.34
train,normal_hard,normal_079.mp4,1,0.0,1.0,10.66,44.72,13.09,2.66,18.12,15.46,0.62
train,normal_hard,normal_079.mp4,2,1.0,2.0,8.98,49.09,13.11,16.46,1.99,-14.47,0.24
train,normal_hard,normal_079.mp4,3,2.0,3.0,2.79,7.13,2.21,2.29,3.25,0.96,0.93
train,normal_hard,normal_079.mp4,4,3.0,4.0,3.78,17.24,3.34,4.46,3.14,-1.33,0.28
train,normal_hard,normal_081.mp4,1,0.0,1.0,16.2,53.53,9.96,14.45,17.83,3.38,0.9
train,normal_hard,normal_081.mp4,2,1.0,2.0,3.5,7.13,2.32,2.73,4.22,1.49,0.83
train,normal_hard,normal_081.mp4,3,2.0,3.0,4.2,8.03,2.69,4.07,4.32,0.25,0.83
train,normal_hard,normal_081.mp4,4,3.0,4.0,2.73,13.88,2.52,3.32,2.18,-1.14,0.21
train,normal_hard,normal_083.mp4,1,0.0,1.0,7.81,59.93,10.59,11.18,4.66,-6.52,0.21
train,normal_hard,normal_083.mp4,2,1.0,2.0,5.99,7.92,2.7,5.36,6.57,1.21,0.59
train,normal_hard,normal_083.mp4,3,2.0,3.0,6.77,29.84,5.15,5.81,7.66,1.85,0.9
train,normal_hard,normal_083.mp4,4,3.0,4.0,19.19,27.01,6.31,18.73,19.62,0.89,0.38
train,normal_hard,normal_085.mp4,1,0.0,1.0,6.96,10.38,1.95,7.65,6.32,-1.33,0.31
train,normal_hard,normal_085.mp4,2,1.0,2.0,4.68,6.5,0.91,4.24,5.09,0.85,0.93
train,normal_hard,normal_085.mp4,3,2.0,3.0,7.25,8.94,1.28,7.15,7.35,0.2,0.93
train,normal_hard,normal_085.mp4,4,3.0,4.0,10.74,14.12,2.35,10.01,11.42,1.42,0.69
val,foul,foul_026.mp4,1,0.0,1.0,5.43,26.44,4.91,7.86,3.01,-4.85,0.25
val,foul,foul_026.mp4,2,1.0,2.0,1.91,2.77,0.44,2.25,1.58,-0.67,0.21
val,foul,foul_026.mp4,3,2.0,3.0,1.81,2.31,0.18,1.72,1.9,0.18,0.67
val,foul,foul_026.mp4,4,3.0,4.0,5.89,56.79,11.45,2.25,9.53,7.28,0.88
val,foul,foul_028.mp4,1,0.0,1.0,8.0,10.06,0.7,8.03,7.98,-0.05,0.96
val,foul,foul_028.mp4,2,1.0,2.0,9.59,10.08,0.29,9.56,9.62,0.06,0.42
val,foul,foul_028.mp4,3,2.0,3.0,7.85,33.91,5.68,8.04,7.66,-0.38,0.96
val,foul,foul_028.mp4,4,3.0,4.0,9.99,15.24,1.64,10.77,9.21,-1.56,0.17
val,foul,foul_030.mp4,1,0.0,1.0,4.65,34.32,6.87,0.87,8.43,7.56,0.54
val,foul,foul_030.mp4,2,1.0,2.0,9.67,15.61,2.97,10.45,8.88,-1.57,0.25
val,foul,foul_030.mp4,3,2.0,3.0,7.18,14.18,5.28,4.94,9.43,4.49,0.5
val,foul,foul_030.mp4,4,3.0,4.0,6.19,13.5,6.27,6.61,5.77,-0.84,0.04
val,foul,foul_039.mp4,1,0.0,1.0,10.04,11.54,1.12,9.86,10.22,0.37,0.29
val,foul,foul_039.mp4,2,1.0,2.0,9.41,11.01,0.87,9.79,9.02,-0.77,0.42
val,foul,foul_039.mp4,3,2.0,3.0,8.83,10.34,0.81,8.43,9.23,0.81,0.83
val,foul,foul_039.mp4,4,3.0,4.0,7.28,9.69,1.16,7.93,6.64,-1.28,0.0
val,foul,foul_053.mp4,1,0.0,1.0,5.48,42.7,9.18,8.21,2.76,-5.45,0.0
val,foul,foul_053.mp4,2,1.0,2.0,2.1,4.29,1.15,2.21,2.0,-0.21,0.33
val,foul,foul_053.mp4,3,2.0,3.0,2.06,3.4,1.11,2.19,1.94,-0.25,0.33
val,foul,foul_053.mp4,4,3.0,4.0,1.72,3.9,0.95,1.42,2.01,0.58,0.96
val,foul,foul_055.mp4,1,0.0,1.0,4.11,47.1,9.06,1.79,6.43,4.64,0.67
val,foul,foul_055.mp4,2,1.0,2.0,4.78,9.14,1.72,3.62,5.95,2.33,0.92
val,foul,foul_055.mp4,3,2.0,3.0,5.59,7.73,0.81,5.69,5.49,-0.2,0.0
val,foul,foul_055.mp4,4,3.0,4.0,8.08,32.44,6.89,11.08,5.08,-6.0,0.21
val,foul,foul_057.mp4,1,0.0,1.0,5.23,9.92,3.02,7.69,2.77,-4.92,0.0
val,foul,foul_057.mp4,2,1.0,2.0,7.28,29.03,5.38,8.46,6.09,-2.37,0.75
val,foul,foul_057.mp4,3,2.0,3.0,3.5,7.53,2.61,1.32,5.68,4.36,0.88
val,foul,foul_057.mp4,4,3.0,4.0,5.02,7.52,1.56,6.25,3.78,-2.48,0.0
val,foul,foul_065.mp4,1,0.0,1.0,5.14,6.38,0.66,5.52,4.76,-0.76,0.12
val,foul,foul_065.mp4,2,1.0,2.0,4.13,5.12,0.65,4.47,3.79,-0.69,0.33
val,foul,foul_065.mp4,3,2.0,3.0,7.14,23.6,5.07,6.4,7.88,1.48,0.12
val,foul,foul_065.mp4,4,3.0,4.0,4.78,9.3,2.41,5.89,3.67,-2.22,0.0
val,foul,foul_066.mp4,1,0.0,1.0,3.52,4.33,0.4,3.79,3.26,-0.52,0.04
val,foul,foul_066.mp4,2,1.0,2.0,2.78,3.78,0.69,2.21,3.34,1.13,0.92
val,foul,foul_066.mp4,3,2.0,3.0,4.53,5.6,0.78,3.86,5.19,1.33,0.67
val,foul,foul_066.mp4,4,3.0,4.0,4.08,5.12,1.0,4.84,3.31,-1.53,0.0
val,foul,foul_073.mp4,1,0.0,1.0,14.94,47.88,7.53,12.44,17.43,4.99,0.96
val,foul,foul_073.mp4,2,1.0,2.0,10.95,66.93,13.12,16.6,5.3,-11.3,0.08
val,foul,foul_073.mp4,3,2.0,3.0,7.91,8.8,0.56,7.47,8.35,0.88,0.88
val,foul,foul_073.mp4,4,3.0,4.0,8.26,9.09,0.57,7.91,8.62,0.71,0.79
val,foul,foul_079.mp4,1,0.0,1.0,4.4,8.3,1.63,5.13,3.66,-1.47,0.08
val,foul,foul_079.mp4,2,1.0,2.0,5.41,7.85,0.94,5.18,5.63,0.45,0.96
val,foul,foul_079.mp4,3,2.0,3.0,4.82,7.8,1.21,5.54,4.1,-1.44,0.12
val,foul,foul_079.mp4,4,3.0,4.0,3.45,5.77,1.03,3.93,2.97,-0.96,0.12
val,foul,foul_080.mp4,1,0.0,1.0,14.31,39.17,8.08,10.3,18.32,8.02,0.46
val,foul,foul_080.mp4,2,1.0,2.0,12.14,15.5,2.34,13.07,11.22,-1.85,0.42
val,foul,foul_080.mp4,3,2.0,3.0,12.35,18.18,2.6,11.74,12.95,1.2,0.92
val,foul,foul_080.mp4,4,3.0,4.0,11.78,56.78,9.87,11.5,12.07,0.58,0.54
val,normal_clean,normal_005.mp4,1,0.0,1.0,6.46,7.58,0.7,6.35,6.57,0.22,0.75
val,normal_clean,normal_005.mp4,2,1.0,2.0,3.59,21.88,3.85,4.59,2.59,-2.01,0.0
val,normal_clean,normal_005.mp4,3,2.0,3.0,3.13,4.51,0.73,3.12,3.15,0.03,0.96
val,normal_clean,normal_005.mp4,4,3.0,4.0,3.61,4.79,0.86,4.41,2.82,-1.59,0.21
val,normal_clean,normal_014.mp4,1,0.0,1.0,4.87,27.43,5.68,1.94,7.8,5.86,0.88
val,normal_clean,normal_014.mp4,2,1.0,2.0,11.68,12.96,1.21,12.62,10.75,-1.87,0.0
val,normal_clean,normal_014.mp4,3,2.0,3.0,13.54,16.22,1.58,13.94,13.13,-0.81,0.46
val,normal_clean,normal_014.mp4,4,3.0,3.96,17.23,57.37,9.32,18.93,15.67,-3.26,0.26
val,normal_clean,normal_018.mp4,1,0.0,1.0,4.56,6.38,0.98,4.28,4.85,0.57,0.96
val,normal_clean,normal_018.mp4,2,1.0,2.0,6.31,7.04,0.48,5.93,6.69,0.76,0.67
val,normal_clean,normal_018.mp4,3,2.0,3.0,5.69,6.4,0.53,6.12,5.25,-0.87,0.17
val,normal_clean,normal_018.mp4,4,3.0,4.0,4.61,6.32,1.56,5.79,3.43,-2.36,0.21
val,normal_clean,normal_026.mp4,1,0.0,1.0,4.18,5.73,0.92,3.44,4.92,1.48,0.96
val,normal_clean,normal_026.mp4,2,1.0,2.0,4.61,5.49,0.9,4.69,4.53,-0.16,0.0
val,normal_clean,normal_026.mp4,3,2.0,3.0,3.19,4.68,0.74,3.52,2.86,-0.66,0.0
val,normal_clean,normal_026.mp4,4,3.0,4.0,4.38,45.79,8.64,2.5,6.27,3.78,0.96
val,normal_clean,normal_037.mp4,1,0.0,1.0,3.68,38.42,7.3,4.38,2.98,-1.4,0.42
val,normal_clean,normal_037.mp4,2,1.0,2.0,1.83,2.42,0.23,1.96,1.7,-0.26,0.0
val,normal_clean,normal_037.mp4,3,2.0,3.0,1.55,1.96,0.15,1.64,1.46,-0.17,0.33
val,normal_clean,normal_037.mp4,4,3.0,4.0,2.29,3.67,0.8,1.6,2.98,1.38,0.96
val,normal_clean,normal_042.mp4,1,0.0,1.0,3.52,4.4,0.36,3.25,3.79,0.54,0.96
val,normal_clean,normal_042.mp4,2,1.0,2.0,3.17,4.35,0.95,4.04,2.29,-1.75,0.08
val,normal_clean,normal_042.mp4,3,2.0,3.0,3.04,3.49,0.31,3.0,3.07,0.07,0.29
val,normal_clean,normal_042.mp4,4,3.0,4.0,11.5,51.08,11.49,5.41,17.59,12.18,0.67
val,normal_clean,normal_047.mp4,1,0.0,1.0,4.08,4.74,0.36,4.01,4.16,0.15,0.0
val,normal_clean,normal_047.mp4,2,1.0,2.0,6.83,19.16,2.99,6.67,6.99,0.33,0.21
val,normal_clean,normal_047.mp4,3,2.0,3.0,7.7,8.28,0.23,7.65,7.76,0.11,0.5
val,normal_clean,normal_047.mp4,4,3.0,4.0,6.17,7.18,0.35,6.28,6.06,-0.22,0.0
val,normal_clean,normal_051.mp4,1,0.0,1.0,7.89,37.5,6.24,6.79,8.98,2.2,0.88
val,normal_clean,normal_051.mp4,2,1.0,2.0,3.13,4.14,0.79,3.74,2.53,-1.21,0.33
val,normal_clean,normal_051.mp4,3,2.0,3.0,4.39,20.73,3.43,3.46,5.33,1.87,0.71
val,normal_clean,normal_051.mp4,4,3.0,4.0,4.01,5.2,0.72,3.51,4.51,1.0,0.92
val,normal_clean,normal_060.mp4,1,0.0,1.0,2.1,25.94,5.0,3.01,1.19,-1.83,0.0
val,normal_clean,normal_060.mp4,2,1.0,2.0,5.31,12.94,3.68,2.49,8.13,5.64,0.96
val,normal_clean,normal_060.mp4,3,2.0,3.0,12.34,16.0,2.09,11.0,13.67,2.67,0.96
val,normal_clean,normal_060.mp4,4,3.0,4.0,15.87,17.57,1.07,15.6,16.14,0.55,0.75
val,normal_hard,normal_005.mp4,1,0.0,1.0,8.49,12.41,2.17,9.11,7.92,-1.2,0.24
val,normal_hard,normal_005.mp4,2,1.0,2.0,15.89,53.06,14.06,7.74,23.5,15.76,0.48
val,normal_hard,normal_005.mp4,3,2.0,3.0,18.83,25.54,8.54,19.43,18.26,-1.17,0.48
val,normal_hard,normal_005.mp4,4,3.0,4.0,23.17,65.94,12.63,20.44,25.71,5.27,0.93
val,normal_hard,normal_017.mp4,1,0.0,1.0,8.43,33.73,5.96,9.94,7.02,-2.92,0.59
val,normal_hard,normal_017.mp4,2,1.0,2.0,3.82,5.13,1.68,3.81,3.84,0.03,0.79
val,normal_hard,normal_017.mp4,3,2.0,3.0,4.34,5.51,1.91,4.55,4.15,-0.39,0.45
val,normal_hard,normal_017.mp4,4,3.0,4.0,4.58,34.34,5.94,3.22,5.86,2.63,0.93
val,normal_hard,normal_026.mp4,1,0.0,1.0,4.04,13.39,2.51,3.3,4.74,1.44,0.79
val,normal_hard,normal_026.mp4,2,1.0,2.0,6.76,29.65,5.22,8.08,5.53,-2.55,0.1
val,normal_hard,normal_026.mp4,3,2.0,3.0,3.64,6.15,1.86,3.67,3.62,-0.04,0.41
val,normal_hard,normal_026.mp4,4,3.0,4.0,5.28,9.04,2.73,5.36,5.21,-0.15,0.52
val,normal_hard,normal_044.mp4,1,0.0,1.0,9.61,12.85,2.13,10.5,8.78,-1.72,0.1
val,normal_hard,normal_044.mp4,2,1.0,2.0,13.45,173.98,30.48,21.54,5.91,-15.63,0.0
val,normal_hard,normal_044.mp4,3,2.0,3.0,3.63,5.3,1.61,3.12,4.11,0.99,0.66
val,normal_hard,normal_044.mp4,4,3.0,4.0,2.78,4.06,1.11,2.86,2.7,-0.16,0.45
val,normal_hard,normal_054.mp4,1,0.0,1.0,26.84,36.4,4.89,28.61,25.18,-3.43,0.9
val,normal_hard,normal_054.mp4,2,1.0,2.0,24.34,59.14,12.57,34.49,14.87,-19.63,0.41
val,normal_hard,normal_054.mp4,3,2.0,3.0,12.49,20.31,6.23,14.75,10.37,-4.38,0.1
val,normal_hard,normal_054.mp4,4,3.0,4.0,9.21,13.23,4.2,9.19,9.24,0.05,0.66
val,normal_hard,normal_056.mp4,1,0.0,1.0,19.64,56.51,16.01,28.23,11.63,-16.59,0.55
val,normal_hard,normal_056.mp4,2,1.0,2.0,9.47,13.39,4.37,8.96,9.95,0.99,0.9
val,normal_hard,normal_056.mp4,3,2.0,3.0,10.87,14.11,4.94,11.81,9.99,-1.82,0.28
val,normal_hard,normal_056.mp4,4,3.0,4.0,6.85,27.14,4.7,7.46,6.28,-1.18,0.31
val,normal_hard,normal_059.mp4,1,0.0,1.0,1.91,3.84,1.07,1.59,2.2,0.61,0.97
val,normal_hard,normal_059.mp4,2,1.0,2.0,6.01,18.37,3.77,5.47,6.52,1.05,0.31
val,normal_hard,normal_059.mp4,3,2.0,3.0,6.86,9.71,3.25,8.0,5.79,-2.22,0.28
val,normal_hard,normal_059.mp4,4,3.0,4.0,4.14,7.03,2.34,5.53,2.83,-2.71,0.17
val,normal_hard,normal_062.mp4,1,0.0,1.0,4.75,7.1,2.19,4.58,4.9,0.32,0.97
val,normal_hard,normal_062.mp4,2,1.0,2.0,12.11,53.08,14.45,6.6,17.26,10.66,0.62
val,normal_hard,normal_062.mp4,3,2.0,3.0,8.64,27.26,7.49,6.8,10.36,3.55,0.79
val,normal_hard,normal_062.mp4,4,3.0,4.0,10.71,30.78,7.96,9.83,11.53,1.71,0.03
val,normal_hard,normal_065.mp4,1,0.0,1.0,10.49,17.06,5.14,12.49,8.64,-3.85,0.0
val,normal_hard,normal_065.mp4,2,1.0,2.0,15.49,42.25,8.07,11.7,19.02,7.32,0.31
val,normal_hard,normal_065.mp4,3,2.0,3.0,23.06,31.66,3.89,23.96,22.22,-1.74,0.48
val,normal_hard,normal_065.mp4,4,3.0,4.0,10.15,32.46,5.7,12.62,7.84,-4.78,0.31
val,normal_hard,normal_070.mp4,1,0.0,1.0,15.81,25.43,7.59,13.11,18.32,5.21,0.97
val,normal_hard,normal_070.mp4,2,1.0,2.0,22.73,51.74,12.75,17.12,27.96,10.85,0.45
val,normal_hard,normal_070.mp4,3,2.0,3.0,25.17,38.16,12.89,28.49,22.07,-6.42,0.21
val,normal_hard,normal_070.mp4,4,3.0,4.0,17.69,104.76,18.11,14.86,20.32,5.46,0.9
val,normal_hard,normal_072.mp4,1,0.0,1.0,17.51,26.69,2.8,19.4,15.76,-3.64,0.41
val,normal_hard,normal_072.mp4,2,1.0,2.0,18.82,60.33,9.65,19.68,18.0,-1.68,0.55
val,normal_hard,normal_072.mp4,3,2.0,3.0,21.77,58.89,14.46,18.36,24.95,6.59,0.52
val,normal_hard,normal_072.mp4,4,3.0,4.0,14.12,70.65,13.23,21.29,7.43,-13.85,0.38
val,normal_hard,normal_084.mp4,1,0.0,1.0,23.51,43.91,10.09,20.25,26.54,6.29,0.83
val,normal_hard,normal_084.mp4,2,1.0,2.0,8.37,54.82,10.15,10.75,6.16,-4.59,0.03
val,normal_hard,normal_084.mp4,3,2.0,3.0,5.71,12.73,4.46,6.63,4.86,-1.76,0.45
val,normal_hard,normal_084.mp4,4,3.0,4.0,4.18,27.04,5.03,4.71,3.68,-1.03,0.24
test,foul,foul_004.mp4,1,0.0,1.0,8.4,9.74,0.8,8.1,8.7,0.6,0.79
test,foul,foul_004.mp4,2,1.0,2.0,5.28,28.6,5.13,7.11,3.46,-3.65,0.08
test,foul,foul_004.mp4,3,2.0,3.0,4.08,9.75,1.76,3.07,5.08,2.02,0.88
test,foul,foul_004.mp4,4,3.0,4.0,5.57,9.78,2.41,5.17,5.97,0.8,0.92
test,foul,foul_005.mp4,1,0.0,1.0,17.43,52.98,14.73,28.05,6.81,-21.24,0.5
